"","mzmed","mzmin","mzmax","rtmed","rtmin","rtmax","npeaks","blank","sample","LCMS_1","LCMS_2","LCMSMS_1","LCMSMS_2","blank_median_I","sample_median_I","blank_RSD_I","sample_RSD_I","blank_coverage","sample_coverage","blank_RSD_RT","sample_RSD_RT","rsd_all_RT","grpid","blank_valid","sample_valid","all_sample_valid","mzmin_full","mzmax_full","rtmin_full","rtmax_full","mzmin_full.1","mzmax_full.1","rtmin_full.1","rtmax_full.1","xcmsIDx"
"753",451.216588527373,451.216560486297,451.216616568449,180.727107,180.3267,181.127514,2,2,0,5172246.70304754,5077493.12787559,NA,NA,5124869.91546157,NA,1.30736773129828,NA,1,0,0.313323783725009,NA,0.313323783725009,753,1,0,0,451.214385986328,451.229431152344,169.060458,191.37621,451.214385986328,451.229431152344,169.060458,191.37621,1
"754",451.922358318727,451.922358318727,451.922358318727,33.8570268,33.8570268,33.8570268,1,1,0,NA,490008.210724518,NA,NA,490008.210724518,NA,NA,NA,0.5,0,NA,NA,NA,754,1,0,0,451.873168945312,452.045349121094,19.957131,45.5946402,451.873168945312,452.045349121094,19.957131,45.5946402,1
"755",452.19065021633,452.114500727871,452.191973065994,112.786446,43.772973,159.976632,7,2,2,12193827.2708558,12109817.4729255,6949753.68966263,6698054.22775966,12151822.3718906,6823903.95871115,0.488847647576254,2.60816092092551,1,1,0.280239769817333,0.123165943028308,3.57222511881712,755,1,1,1,452.084930419922,452.224395751953,93.406158,117.568194,452.084930419922,452.224395751953,93.406158,117.568194,1
"756",452.19534581254,452.195277626012,452.195413999068,319.322943,319.172166,319.47372,2,2,0,10054968.7711778,10428009.2839275,NA,NA,10241489.0275527,NA,2.57559692260547,NA,1,0,0.0667759341971038,NA,0.0667759341971038,756,1,0,0,452.189178466797,452.24755859375,305.118012,335.349144,452.189178466797,452.24755859375,305.118012,335.349144,1
"757",452.98334502769,452.982696431157,452.983993624223,34.872735,34.834506,34.910964,2,2,0,1146184.77210792,1221709.28487662,NA,NA,1183947.02849227,NA,4.51066591995832,NA,1,0,0.155032205750317,NA,0.155032205750317,757,1,0,0,452.856842041016,453.039703369141,20.8237068,46.2351402,452.856842041016,453.039703369141,20.8237068,46.2351402,1
"758",453.127291589425,453.127291589425,453.127291589425,143.761206,143.761206,143.761206,1,1,0,NA,1198508.8588841,NA,NA,1198508.8588841,NA,NA,NA,0.5,0,NA,NA,NA,758,1,0,0,453.033050537109,453.139251708984,131.192058,156.053562,453.033050537109,453.139251708984,131.192058,156.053562,1
"759",453.175338891158,453.175338891158,453.175338891158,232.467108,232.467108,232.467108,1,1,0,NA,6856690.75139737,NA,NA,6856690.75139737,NA,NA,NA,0.5,0,NA,NA,NA,759,1,0,0,453.17333984375,453.206359863281,221.099214,244.774236,453.17333984375,453.206359863281,221.099214,244.774236,1
"760",453.174178759776,453.174178759776,453.174178759776,74.023866,74.023866,74.023866,1,1,0,6234054.00346022,NA,NA,NA,6234054.00346022,NA,NA,NA,0.5,0,NA,NA,NA,760,1,0,0,453.171295166016,453.263061523438,64.5036,84.306342,453.171295166016,453.263061523438,64.5036,84.306342,1
"761",454.0915277779,454.0915277779,454.0915277779,66.71997,66.71997,66.71997,1,1,0,17663541.5966071,NA,NA,NA,17663541.5966071,NA,NA,NA,0.5,0,NA,NA,NA,761,1,0,0,454.084533691406,454.190155029297,56.878854,76.935846,454.084533691406,454.190155029297,56.878854,76.935846,1
"762",454.198551263138,454.092790321751,454.201897150688,41.826645,36.1143828,66.630792,5,2,2,14618485.5068596,15765016.6688457,20857546.2687279,20621280.9812172,15191751.0878527,20739413.6249726,5.33658006107229,0.805542480509767,1,1,3.75330055014128,1.01153334310047,7.63062745750211,762,1,1,1,454.0771484375,454.203521728516,26.3598978,45.5946402,454.0771484375,454.203521728516,26.3598978,45.5946402,1
"763",454.898131779891,454.891583102846,454.904680456935,33.7311786,33.5293962,33.932961,2,2,0,1422835.28636269,1287321.12029207,NA,NA,1355078.20332738,NA,7.07139894510056,NA,1,0,0.845992990971835,NA,0.845992990971835,763,1,0,0,454.859649658203,455.033569335938,20.3830752,45.2751342,454.859649658203,455.033569335938,20.3830752,45.2751342,1
"764",455.192650657694,455.191793873035,455.193507442353,71.102196,70.740282,71.46411,2,2,0,22696201.7609586,22070163.4034832,NA,NA,22383182.5822209,NA,1.97771682479749,NA,1,0,0.719842305872951,NA,0.719842305872951,764,1,0,0,455.150787353516,455.283050537109,58.695012,82.943418,455.150787353516,455.283050537109,58.695012,82.943418,1
"765",455.222805848391,455.222756525552,455.222855171229,120.480966,120.100074,120.861858,2,2,0,13662578.5178043,13140944.905613,NA,NA,13401761.7117086,NA,2.75225505728151,NA,1,0,0.447093553515671,NA,0.447093553515671,765,1,0,0,455.161834716797,455.224365234375,109.354062,132.530934,455.161834716797,455.224365234375,109.354062,132.530934,1
"766",456.181802271722,456.181418777488,456.182185765956,44.3647467,44.3228928,44.4066006,2,2,0,18983659.5241529,19536986.15785,NA,NA,19260322.8410014,NA,2.03143539248182,NA,1,0,0.133417538520978,NA,0.133417538520978,766,1,0,0,456.050933837891,456.208923339844,34.1831382,78.447792,456.050933837891,456.208923339844,34.1831382,78.447792,1
"767",456.141280138938,456.130488992208,456.152071285669,245.598021,244.774236,246.421806,2,2,0,4659994.36856,3482201.25956433,NA,NA,4071097.81406217,NA,20.4570249166925,NA,1,0,0.47435558101647,NA,0.47435558101647,767,1,0,0,456.011108398438,456.131378173828,231.760098,256.791252,456.011108398438,456.131378173828,231.760098,256.791252,1
"768",457.183536200907,457.132140437918,457.186191167183,66.35619,37.0582722,71.396808,6,2,2,15969079.267607,17151913.0865394,9076900.96786368,8450495.71380248,16560496.1770732,8763698.34083308,5.05051180496505,5.05420640568801,1,1,0.775304624512186,0.161989297149989,4.18268542853672,768,1,1,1,457.150085449219,457.262878417969,54.874638,77.16429,457.150085449219,457.262878417969,54.874638,77.16429,1
"769",457.216690918101,457.212478405228,457.220903430974,165.506796,165.073824,165.939768,2,2,0,14081604.1164075,21085345.4536031,NA,NA,17583474.7850053,NA,28.1650416300584,NA,1,0,0.369963584170763,NA,0.369963584170763,769,1,0,0,457.115447998047,457.240051269531,130.182198,176.73321,457.115447998047,457.240051269531,130.182198,176.73321,1
"770",457.28719335119,457.28702383466,457.287362867721,270.320724,270.100698,270.54075,2,2,0,21072677.5146411,21575862.3248894,NA,NA,21324269.9197653,NA,1.66854665062575,NA,1,0,0.115109100282925,NA,0.115109100282925,770,1,0,0,457.264373779297,457.301391601562,254.242116,296.687754,457.264373779297,457.301391601562,254.242116,296.687754,1
"771",458.093419966786,458.093419966786,458.093419966786,33.202902,33.202902,33.202902,1,1,0,NA,2582917.11858833,NA,NA,2582917.11858833,NA,NA,NA,0.5,0,NA,NA,NA,771,1,0,0,457.981292724609,458.146545410156,19.521132,45.2751342,457.981292724609,458.146545410156,19.521132,45.2751342,1
"772",458.296222900155,458.296222900155,458.296222900155,328.814778,328.814778,328.814778,1,1,0,NA,3516461.82028393,NA,NA,3516461.82028393,NA,NA,NA,0.5,0,NA,NA,NA,772,1,0,0,458.272705078125,458.296936035156,316.075656,341.948658,458.272705078125,458.296936035156,316.075656,341.948658,1
"773",458.219892323251,458.219834077626,458.219950568876,78.493377,78.12666,78.860094,2,2,0,37915998.550715,38454019.8935966,NA,NA,38185009.2221558,NA,0.996303386392641,NA,1,0,0.660713266232355,NA,0.660713266232355,773,1,0,0,458.151885986328,458.246337890625,45.3591,90.061668,458.151885986328,458.246337890625,45.3591,90.061668,1
"774",458.916903786067,458.913095464598,458.920712107535,32.9186724,32.8786392,32.9587056,2,2,0,2152763.05468578,2102609.48878017,NA,NA,2127686.27173298,NA,1.66678363364417,NA,1,0,0.171985958902749,NA,0.171985958902749,774,1,0,0,458.8662109375,458.989624023438,17.7955092,43.6903842,458.8662109375,458.989624023438,17.7955092,43.6903842,1
"775",459.207589419822,459.205686454744,459.2094923849,77.531319,77.16429,77.898348,2,2,0,10572671.6510473,11019296.4152025,NA,NA,10795984.0331249,NA,2.92526738100981,NA,1,0,0.669480922392444,NA,0.669480922392444,775,1,0,0,459.129364013672,459.244171142578,58.468716,90.394914,459.129364013672,459.244171142578,58.468716,90.394914,1
"776",459.252489465233,459.252459341139,459.252519589327,157.664535,157.423566,157.905504,2,2,0,13712133.2965387,13559237.1007879,NA,NA,13635685.1986633,NA,0.792874983969188,NA,1,0,0.21614348966397,NA,0.21614348966397,776,1,0,0,459.201019287109,459.257415771484,145.022826,170.904708,459.201019287109,459.257415771484,145.022826,170.904708,1
"777",460.207987315637,460.207799420271,460.208175211002,66.196815,65.99241,66.40122,2,2,0,23240758.5106204,23180578.4864741,NA,NA,23210668.4985472,NA,0.183336827065177,NA,1,0,0.436686150560075,NA,0.436686150560075,777,1,0,0,460.070556640625,460.240997314453,32.2393878,79.41342,460.070556640625,460.240997314453,32.2393878,79.41342,1
"778",460.25893928328,460.258185830277,460.259500026685,183.132465,157.08171,209.63346,4,2,0,5627231.04371527,2572067.94177767,NA,NA,4099649.49274647,NA,52.6953962974951,NA,1,0,20.0721161818041,NA,20.0721161818041,778,1,0,0,460.239074707031,460.273345947266,144.706578,168.689316,460.239074707031,460.273345947266,144.706578,168.689316,1
"779",461.207076903686,461.206947153412,461.20738152051,73.834515,70.424904,77.474424,4,2,2,76410012.884801,76682790.9298537,48607882.314214,48904711.0742877,76546401.9073274,48756296.6942508,0.251982066575874,0.430487225917867,1,1,0.722804955005357,0.87599617727538,4.89762935941126,779,1,1,1,461.110168457031,461.2431640625,59.0131458,82.301292,461.110168457031,461.2431640625,59.0131458,82.301292,1
"780",461.332066824927,461.332060062689,461.332073587166,126.68922,126.482322,126.896118,2,2,0,25257468.7016041,26430277.1206571,NA,NA,25843872.9111306,NA,3.20888741790657,NA,1,0,0.230957265052135,NA,0.230957265052135,780,1,0,0,461.183135986328,461.332702636719,115.01544,138.561558,461.183135986328,461.332702636719,115.01544,138.561558,1
"781",462.220549930817,462.217984890796,462.333853813133,57.6379116,50.7107658,126.896118,6,2,2,63166812.7347459,64044892.8143206,38559454.0832874,37215896.398236,63605852.7745333,37887675.2407617,0.976162336653179,2.50751397117407,1,1,0.568306392030439,0.16715020036067,7.15824052976538,781,1,1,1,462.144775390625,462.220581054688,38.313393,75.78993,462.144775390625,462.220581054688,38.313393,75.78993,1
"782",463.226826695046,463.226650570483,463.227002819609,52.83618,52.309641,53.362719,2,2,0,16568739.1934316,16708288.4364732,NA,NA,16638513.8149524,NA,0.593059074636021,NA,1,0,1.40933465462184,NA,1.40933465462184,782,1,0,0,463.151428222656,463.294860839844,38.6280042,75.877416,463.151428222656,463.294860839844,38.6280042,75.877416,1
"783",464.135714884109,464.111517546805,464.161516004877,41.3907201,39.8866368,54.3238548,4,2,2,9683160.50183211,10166728.5332407,3217981.97677426,3208280.99933372,9924944.51753641,3213131.48805399,3.44520046001141,0.21348727737543,1,1,21.6720124816087,1.48944232974612,15.2864282188506,783,1,1,1,463.977813720703,464.144989013672,28.2062742,52.9810356,463.977813720703,464.144989013672,28.2062742,52.9810356,1
"784",464.206867707429,464.206589457384,464.207145957474,323.532618,323.379018,323.686218,2,2,0,4414460.21850304,4475748.30685985,NA,NA,4445104.26268145,NA,0.974942775738728,NA,1,0,0.0671410519666749,NA,0.0671410519666749,784,1,0,0,464.111053466797,464.248229980469,309.929892,336.069918,464.111053466797,464.248229980469,309.929892,336.069918,1
"785",465.022755789944,464.970025281321,465.075486298567,33.5681775,33.5293962,33.6069588,2,2,0,1463976.70784327,2395612.31564337,NA,NA,1929794.51174332,NA,34.1365804421942,NA,1,0,0.163384027704393,NA,0.163384027704393,785,1,0,0,464.87109375,465.03955078125,18.652212,45.040464,464.87109375,465.03955078125,18.652212,45.040464,1
"786",465.200284316961,465.199073031796,465.283853548911,107.716866,59.743341,116.198436,5,2,2,4624884.73706701,4490845.25114323,3599777.84209465,3591665.30025924,4557864.99410512,3595721.57117695,2.07948742593405,0.159534970406401,1,1,0.738028217942176,0.114034967389535,4.64596965335801,786,1,1,1,465.123199462891,465.219268798828,95.071428,117.252942,465.123199462891,465.219268798828,95.071428,117.252942,1
"787",466.215357980612,466.215357980612,466.215357980612,223.055154,223.055154,223.055154,1,1,0,18938817.5738648,NA,NA,NA,18938817.5738648,NA,NA,NA,0.5,0,NA,NA,NA,787,1,0,0,466.205474853516,466.226715087891,210.448914,238.028556,466.205474853516,466.226715087891,210.448914,238.028556,1
"788",466.183487747427,466.183487747427,466.183487747427,78.227304,78.227304,78.227304,1,0,1,NA,NA,4305284.6012112,NA,NA,4305284.6012112,NA,NA,0,0.5,NA,NA,NA,788,0,0,0,466.143829345703,466.239990234375,66.147648,89.831544,466.143829345703,466.239990234375,66.147648,89.831544,1
"789",466.218912560733,466.21876235299,466.225172687915,278.254485,223.257726,302.656224,4,2,0,12465522.4131892,10798852.6645539,NA,NA,11632187.5388716,NA,10.1314862515778,NA,1,0,12.249546609278,NA,12.249546609278,789,1,0,0,466.196929931641,466.227172851562,242.234046,263.345178,466.196929931641,466.227172851562,242.234046,263.345178,1
"790",467.088863803111,467.088863803111,467.088863803111,36.193716,36.193716,36.193716,1,1,0,839162.771581644,NA,NA,NA,839162.771581644,NA,NA,NA,0.5,0,NA,NA,NA,790,1,0,0,466.980529785156,467.149963378906,23.4470886,47.9286012,466.980529785156,467.149963378906,23.4470886,47.9286012,1
"791",467.18975447454,467.189744271475,467.189764677605,180.553986,180.3267,180.781272,2,2,0,5338747.21678068,5102010.26472493,NA,NA,5220378.74075281,NA,3.20663140490673,NA,1,0,0.178024839472412,NA,0.178024839472412,791,1,0,0,467.187438964844,467.232025146484,167.571582,191.027334,467.187438964844,467.232025146484,167.571582,191.027334,1
"792",467.283105824142,467.283037943823,467.283173704461,128.528655,128.489556,128.567754,2,2,0,6841166.5411496,6970072.59586699,NA,NA,6905619.5685083,NA,1.31994449625268,NA,1,0,0.0430210182120212,NA,0.0430210182120212,792,1,0,0,467.282043457031,467.283386230469,116.623044,140.908704,467.282043457031,467.283386230469,116.623044,140.908704,1
"793",468.089778345029,468.089658440119,468.089898249938,32.1218664,31.923024,32.3207088,2,2,0,2125750.21823674,2526528.42107572,NA,NA,2326139.31965623,NA,12.1829755674772,NA,1,0,0.87543362316834,NA,0.87543362316834,793,1,0,0,467.995300292969,468.148193359375,17.7955092,43.373643,467.995300292969,468.148193359375,17.7955092,43.373643,1
"794",468.241593715035,468.241568032408,468.241619397662,278.504043,278.472066,278.53602,2,2,0,22354103.4344225,22293123.1397394,NA,NA,22323613.2870809,NA,0.193156812629907,NA,1,0,0.0162375765166258,NA,0.0162375765166258,794,1,0,0,468.140075683594,468.244720458984,265.85001,291.14076,468.140075683594,468.244720458984,265.85001,291.14076,1
"795",468.723350630177,468.723339161902,468.723362098451,169.493424,168.689316,170.297532,2,2,0,1559467.51235659,1542287.38783489,NA,NA,1550877.45009574,NA,0.783310283489905,NA,1,0,0.67092894365784,NA,0.67092894365784,795,1,0,0,468.722290039062,468.724151611328,153.608928,184.502202,468.722290039062,468.724151611328,153.608928,184.502202,1
"796",469.158936686393,469.125109686918,469.191349280719,52.033059,38.313393,65.448342,4,2,0,2474962.87289971,6651839.26440918,NA,NA,4563401.06865445,NA,64.7214123014877,NA,1,0,35.3514966090424,NA,35.3514966090424,796,1,0,0,468.962097167969,469.143280029297,28.8078318,48.5702256,468.962097167969,469.143280029297,28.8078318,48.5702256,1
"797",469.205381212347,469.205260351214,469.205502073479,333.735015,333.57042,333.89961,2,2,0,3459185.51625899,3595752.66437447,NA,NA,3527469.09031673,NA,2.73758760310186,NA,1,0,0.0697476952781797,NA,0.0697476952781797,797,1,0,0,469.179046630859,469.295562744141,320.548782,345.950658,469.179046630859,469.295562744141,320.548782,345.950658,1
"798",469.241294107209,469.241050034073,469.241538180344,278.673303,278.53602,278.810586,2,2,0,4904748.31599413,5037980.40583748,NA,NA,4971364.36091581,NA,1.89503941695667,NA,1,0,0.0696684893720374,NA,0.0696684893720374,798,1,0,0,469.071258544922,469.248138427734,266.849136,290.79351,469.071258544922,469.248138427734,266.849136,290.79351,1
"799",470.02613850895,470.02599528759,470.02628173031,220.64139,220.5393,220.74348,2,2,0,3107414.41080772,3401751.84229873,NA,NA,3254583.12655322,NA,6.39492019934178,NA,1,0,0.065435167256096,NA,0.065435167256096,799,1,0,0,470.025268554688,470.026672363281,207.310302,234.100548,470.025268554688,470.026672363281,207.310302,234.100548,1
"800",470.167378835771,470.162478360638,470.173418181471,69.805821,65.674026,73.692786,4,2,2,8777716.920942,8146008.99350782,13120046.324698,12384030.1199155,8461862.95722491,12752038.2223068,5.2788016241343,4.081245996852,1,1,0.438404983288202,0.157167545478579,6.4063821746913,800,1,1,1,470.150573730469,470.223999023438,52.6307682,78.12666,470.150573730469,470.223999023438,52.6307682,78.12666,1
"801",471.208688344459,471.09201923482,471.209755062983,66.31104,35.8762158,67.67772,3,2,0,4806514.41517069,4985678.30062954,NA,NA,4896096.35790012,NA,2.587530740633,NA,1,0,1.44249218473554,NA,1.44249218473554,801,1,0,0,471.151153564453,471.258453369141,41.783133,78.769044,471.151153564453,471.258453369141,41.783133,78.769044,1
"802",471.24966751533,471.247927955361,471.252153509078,189.127623,158.800698,219.115932,4,2,0,2856241.48667571,3884406.59533148,NA,NA,3370324.0410036,NA,21.5712943819316,NA,1,0,22.3148050381437,NA,22.3148050381437,802,1,0,0,471.201904296875,471.256011962891,145.792134,172.083402,471.201904296875,471.256011962891,145.792134,172.083402,1
"803",472.275709369161,472.275495913789,472.275802495979,267.892164,242.352378,293.494584,4,2,0,4341554.0184309,3927667.16571916,NA,NA,4134610.59207503,NA,7.07834979084587,NA,1,0,13.3607783049269,NA,13.3607783049269,803,1,0,0,472.273956298828,472.276062011719,228.442314,253.837326,472.273956298828,472.276062011719,228.442314,253.837326,1
"804",473.201258334316,473.166737082552,473.202933151291,79.41342,40.5175122,84.992568,5,2,1,9264774.13288788,7900445.34968553,NA,7120164.74783332,8582609.74128671,7120164.74783332,11.2404753734701,NA,1,0.5,1.49706203925821,NA,3.49429040622645,804,1,0,0,473.174591064453,473.242797851562,68.848662,92.075928,473.174591064453,473.242797851562,68.848662,92.075928,1
"805",473.319066741355,473.316925828834,473.321207653877,265.969662,265.85001,266.089314,2,2,0,6064324.04718527,6561411.72548628,NA,NA,6312867.88633577,NA,5.56789837043363,NA,1,0,0.0636213468455919,NA,0.0636213468455919,805,1,0,0,473.150177001953,473.332794189453,252.659988,278.134446,473.150177001953,473.332794189453,252.659988,278.134446,1
"806",474.196422942975,474.196208651108,474.196637234841,41.8248675,41.466261,42.183474,2,2,0,4370880.18109697,4632423.41381019,NA,NA,4501651.79745358,NA,4.10824741108551,NA,1,0,1.21254699935427,NA,1.21254699935427,806,1,0,0,474.061065673828,474.229614257812,30.0172752,52.950768,474.061065673828,474.229614257812,30.0172752,52.950768,1
"807",474.257220923047,474.257035370852,474.257406475242,100.317774,100.102434,100.533114,2,2,0,19011094.7620654,18902936.3502915,NA,NA,18957015.5561784,NA,0.403436638963809,NA,1,0,0.303572075394565,NA,0.303572075394565,807,1,0,0,474.183929443359,474.292205810547,82.622802,115.988172,474.183929443359,474.292205810547,82.622802,115.988172,1
"808",474.255180018711,474.25506063812,474.255299399302,161.475849,160.878816,162.072882,2,2,0,7683581.854847,7515226.55254836,NA,NA,7599404.20369768,NA,1.56650669859299,NA,1,0,0.522884487688491,NA,0.522884487688491,808,1,0,0,474.240447998047,474.274475097656,148.96743,174.306078,474.240447998047,474.274475097656,148.96743,174.306078,1
"809",474.981461916188,474.981332819749,474.981591012626,220.64139,220.5393,220.74348,2,2,0,4766768.82587174,5263203.45224915,NA,NA,5014986.13906044,NA,6.99966622027485,NA,1,0,0.065435167256096,NA,0.065435167256096,809,1,0,0,474.980529785156,474.982482910156,207.310302,234.260604,474.980529785156,474.982482910156,207.310302,234.260604,1
"810",475.208436343114,475.205390474494,475.211652735231,53.7755709,47.841141,58.478901,4,2,2,13697374.6528765,14308900.190159,8603680.57988748,8153083.56042404,14003137.4215177,8378382.07015576,3.08797836702499,3.80288467841526,1,1,1.99392874102864,0.166136966966737,10.7254093134528,810,1,1,1,475.078521728516,475.236999511719,32.2393878,63.779166,475.078521728516,475.236999511719,32.2393878,63.779166,1
"811",475.982773025939,475.982537547001,475.983008504877,220.463949,220.388598,220.5393,2,2,0,1123630.93813823,1230248.45069382,NA,NA,1176939.69441602,NA,6.40559295255192,NA,1,0,0.0483355245253145,NA,0.0483355245253145,811,1,0,0,475.980377197266,476.105133056641,207.211968,233.740938,475.980377197266,476.105133056641,207.211968,233.740938,1
"812",476.193460346779,476.190702761819,476.196287326789,78.239949,74.257914,81.344292,4,2,2,48759715.5876248,49513531.5053582,43745001.5410773,39151803.0473944,49136623.5464915,41448402.2942359,1.08478830803521,7.83596380666935,1,1,1.00156576633295,0.158054437099825,4.81769801009283,812,1,1,1,476.18505859375,476.307067871094,63.150162,84.850038,476.18505859375,476.307067871094,63.150162,84.850038,1
"813",476.219239462644,476.218904130374,476.219574794913,42.779679,42.7391448,42.8202132,2,2,0,27924258.1615878,28237672.3611806,NA,NA,28080965.2613842,NA,0.789208290346593,NA,1,0,0.13399823635877,NA,0.13399823635877,813,1,0,0,476.183502197266,476.234283447266,32.6385822,50.7107658,476.183502197266,476.234283447266,32.6385822,50.7107658,1
"814",477.148285297406,477.148242871661,477.14832772315,292.666227,292.519884,292.81257,2,2,0,3628643.83976152,3528203.38892404,NA,NA,3578423.61434278,NA,1.98473214875828,NA,1,0,0.07071545544554,NA,0.07071545544554,814,1,0,0,477.135101318359,477.1494140625,278.874246,305.82315,477.135101318359,477.1494140625,278.874246,305.82315,1
"815",477.21719448492,477.213263572026,477.220544627022,71.304381,67.586784,75.21942,4,2,2,32692331.6708848,32799747.128581,26258830.9878716,24237031.1001816,32746039.3997329,25247931.0440266,0.231949267555748,5.66235866334899,1,1,0.754001658294934,0.872075154056726,5.55041126272459,815,1,1,1,477.18359375,477.275787353516,53.592393,80.058426,477.18359375,477.275787353516,53.592393,80.058426,1
"816",477.686604794248,477.686604794248,477.686604794248,96.767058,96.767058,96.767058,1,1,0,NA,2527757.27128086,NA,NA,2527757.27128086,NA,NA,NA,0.5,0,NA,NA,NA,816,1,0,0,477.685607910156,477.687622070312,84.850038,109.015806,477.685607910156,477.687622070312,84.850038,109.015806,1
"817",478.133053287469,478.074890885185,478.176402292827,77.71314,71.374908,84.215802,4,2,2,18920628.0452107,18732967.7030271,7867830.96289765,6754558.80271368,18826797.8741189,7311194.88280567,0.704824587829808,10.7670812553992,1,1,0.400787394504679,0.480329641540912,9.17983744150241,817,1,1,1,477.960845947266,478.107452392578,58.695012,83.58105,477.960845947266,478.107452392578,58.695012,83.58105,1
"818",478.246311942499,478.239743756561,478.253004883897,147.393975,122.41668,172.774008,4,2,0,14256102.884823,4227818.78345983,NA,NA,9241960.83414143,NA,76.7268745128578,NA,1,0,23.5603323765654,NA,23.5603323765654,818,1,0,0,478.239074707031,478.240203857422,110.115378,137.674266,478.239074707031,478.240203857422,110.115378,137.674266,1
"819",479.033249736499,479.025194575986,479.041304897013,72.056697,71.78061,72.332784,2,2,0,2747599.56028962,2500042.10930122,NA,NA,2623820.83479542,NA,6.67155127384293,NA,1,0,0.541859391355263,NA,0.541859391355263,819,1,0,0,478.959686279297,479.146423339844,59.1059658,84.624348,478.959686279297,479.146423339844,59.1059658,84.624348,1
"820",479.221194499234,479.221123008432,479.221265990036,142.886112,142.503078,143.269146,2,2,0,12349604.4255367,12285634.8356296,NA,NA,12317619.6305831,NA,0.367224611326236,NA,1,0,0.379107437432428,NA,0.379107437432428,820,1,0,0,479.217468261719,479.243438720703,127.817436,156.053562,479.217468261719,479.243438720703,127.817436,156.053562,1
"821",479.275791396509,479.275588328249,479.27599446477,275.225532,275.089134,275.36193,2,2,0,25458206.010142,25696239.3805846,NA,NA,25577222.6953633,NA,0.658066015976099,NA,1,0,0.0700864851014568,NA,0.0700864851014568,821,1,0,0,479.221282958984,479.283416748047,256.791252,294.5187,479.221282958984,479.283416748047,256.791252,294.5187,1
"822",479.70234439982,479.70234439982,479.70234439982,46.87776,46.87776,46.87776,1,1,0,NA,1396750.42327445,NA,NA,1396750.42327445,NA,NA,NA,0.5,0,NA,NA,NA,822,1,0,0,479.701995849609,479.702850341797,35.4782508,58.695012,479.701995849609,479.702850341797,35.4782508,58.695012,1
"823",480.205090687996,480.20507292307,480.205108452922,78.653943,78.447792,78.860094,2,2,0,7855778.32362671,7944388.24497103,NA,NA,7900083.28429887,NA,0.793114123081487,NA,1,0,0.370663604362192,NA,0.370663604362192,823,1,0,0,480.180969238281,480.273681640625,66.31104,91.07667,480.180969238281,480.273681640625,66.31104,91.07667,1
"824",480.286751138507,480.286739283771,480.286762993243,275.928603,275.792502,276.064704,2,2,0,5664126.4724882,5679600.16556135,NA,NA,5671863.31902477,NA,0.192909326029096,NA,1,0,0.0697556824337256,NA,0.0697556824337256,824,1,0,0,480.286102294922,480.287109375,258.464868,293.882526,480.286102294922,480.287109375,258.464868,293.882526,1
"825",480.825805239301,480.822535452828,480.829075025774,33.4056765,33.2819568,33.5293962,2,2,0,940151.525364479,898337.321486941,NA,NA,919244.42342571,NA,3.21645759911571,NA,1,0,0.523761516018779,NA,0.523761516018779,825,1,0,0,480.665954589844,480.848419189453,19.9500762,45.6784728,480.665954589844,480.848419189453,19.9500762,45.6784728,1
"826",481.220010583178,481.220010583178,481.220010583178,150.453522,150.453522,150.453522,1,1,0,5757179.16673225,NA,NA,NA,5757179.16673225,NA,NA,NA,0.5,0,NA,NA,NA,826,1,0,0,481.186981201172,481.258148193359,129.587628,166.292016,481.186981201172,481.258148193359,129.587628,166.292016,1
"827",482.173269749564,482.13195267762,482.214409846146,52.3225071,32.2393878,72.171048,4,2,2,10742557.0913887,12501435.0906178,8336697.12120499,8184567.93231422,11621996.0910032,8260632.5267596,10.7013851217653,1.30221966335636,1,1,0.87016615116564,0.161469169653695,43.8017290930436,827,1,1,1,482.069396972656,482.199768066406,20.3967612,42.7391448,482.069396972656,482.199768066406,20.3967612,42.7391448,1
"828",482.197594690806,482.194720224503,482.200139859502,227.545323,200.378712,254.468322,4,2,0,26829998.9694405,18600954.8750133,NA,NA,22715476.9222269,NA,25.6160718164758,NA,1,0,16.5922842248298,NA,16.5922842248298,828,1,0,0,482.186859130859,482.234313964844,188.238294,218.758926,482.186859130859,482.234313964844,188.238294,218.758926,1
"829",483.092157408587,483.089840197483,483.09447461969,32.2800483,32.2393878,32.3207088,2,2,0,2336990.89760275,2961745.36699772,NA,NA,2649368.13230024,NA,16.6744710370709,NA,1,0,0.178136754996346,NA,0.178136754996346,829,1,0,0,482.950347900391,483.142639160156,18.222126,43.4560968,482.950347900391,483.142639160156,18.222126,43.4560968,1
"830",483.249697660554,483.230555556625,483.277755039952,126.956946,120.744822,195.235542,5,2,2,68788705.1391289,68680384.1504926,37354979.4774772,37280788.2473767,68734544.6448107,37317883.862427,0.111435241195494,0.140579037391395,1,1,0.2561390494909,0.14327784558751,2.85467308811726,830,1,1,1,483.178741455078,483.314392089844,108.33042,133.88043,483.178741455078,483.314392089844,108.33042,133.88043,1
"831",484.23869875971,484.222421728419,484.255937180216,123.846348,120.744822,127.214454,4,2,2,15460577.9288824,15591383.9639064,7618300.97823029,7757703.15343178,15525980.9463944,7688002.06583103,0.595735848864753,1.28215656750698,1,1,0.444647348353581,0.573860031377722,2.63140993235199,831,1,1,1,484.166259765625,484.22314453125,108.675054,133.54095,484.166259765625,484.22314453125,108.675054,133.54095,1
